0,G-1_Corinthians.txt,unknown,The First Letter of Paul to the Corinthians,unknown,"[39812,72737,135030]"
11,12654.txt,"Bennett, Arnold",The Roll-Call,2004-06-01,"[2969,3584,3688,3698,3701,4133,4265,4341,4390,4396,4445,5154,5504,5612,7412,8181,8615,8900,8935,9019,9250,9296,10331,31702,35818,38432,41012,42471,45097,48521,49010,51202,54429,56938,57220,57460,57595,57710,57774,57790,58157,58371,58733,59047,59392,59541,59589,59771,59788,60104,60151,60162,72564,84161,88439,89185,93248,93270,93558,95427,97530,97531,97532,97818,98646,99536,112004,113130,116712,118259,118748,120342,120384,120604,120757,120797,120965,121907,121994,122014,122134,122205,122241,122266,122274,122310,122340,122503,122552,122683,122685,122735,122752,122786,123109,123370,123597,123659,123746,123875,123988,124210,124239,124465,124722,124792,124895,124941,124962,125069,125102,125356,125490,125491,125678,125782,125815,125970,126122,126207,126228,126344,126570,126631,126657,126870,127067,127211,127347,127427,127975,128332,128337,128368,128557,128711,128751,128837,128966,128993,129180,129227,129245,129908,129910,130482,130512,130682,130719,130774,130829,131046,131229,131278,131298,131424,131645,131727,132031,132037,132047,132098,132153,132154,132265,132311,132335,132460,132646,132656,132722,132813,133350,133579,133784,133936,134271,134617,134622,134720,134732,134780,134865,135028,135516,135524,135793,138148]"
12,12655.txt,"Windsor, H. H. (Henry Haven)","The Boy Mechanic, Volume 1: 700 Things for Boys to Do",2004-06-01,[]
13,12671.txt,"Sanford, Arthur Benton","An Easter Disciple: The Chronicle of Quintus, the Roman Knight",2004-06-01,"[4560,5612,5771,6759,27734,35741,35742,40680,57774,59986,61219,62952,72737,76109,84892,93270,103192,105361,108585,111576,121631,121944,121999,122009,122515,122539,122810,122969,124072,124607,124874,125066,125472,125792,126521,126614,126971,127145,127152,127686,128120,128143,128930,129093,129363,129729,129898,130055,130458,130711,131704,131916,132427,132577,132708,133084,134695,135250,135274,136125]"
14,12673.txt,"Bennett, Arnold",The Pretty Lady,2004-06-01,"[1315,1885,3717,5547,5612,8181,8900,9002,9230,9250,9296,10331,10918,25844,27571,27734,29947,35741,35742,49010,51202,54429,56492,56624,56938,57034,57220,57769,58051,58157,58285,58494,58545,58546,59651,60057,60316,62102,72662,72669,81061,84161,88351,91199,91331,93270,93489,95225,95226,95227,95228,98092,98352,98353,98354,98356,98357,98358,98359,99615,104354,104355,104356,104357,113130,113614,115073,118259,120548,120697,120757,120797,121621,121718,121871,121965,122057,122134,122183,122241,122489,122526,122538,122685,122735,122809,122855,122969,123409,123612,123659,123747,123832,123915,124136,124281,124722,124780,125034,125174,125306,125678,125765,125768,125966,126344,126555,126715,126939,126940,127104,127261,127625,128118,128168,128253,128460,128477,128538,128834,128837,129093,129221,129360,129696,129728,129936,129995,130301,130437,130667,130774,130962,130998,131229,131376,131871,132030,132031,132656,132696,133253,133314,133544,133579,133784,134622,134695,134735,135028,135234,135239,135469,135504,135516,136125,137782,138226]"
15,12672.txt,"Reed, Myrtle",A Spinner in the Sun,2004-06-01,"[641,2965,5612,10857,27734,35741,35742,49010,57774,66966,70791,79926,82720,84509,93270,113130,115701,118259,120644,122145,122201,122356,122412,123496,125796,126418,127770,128417,128726,129020,129093,129374,130608,130711,134448,134477,134645,134695,136125]"
16,12676.txt,Various,"The Mirror of Literature, Amusement, and Instruction&#13; Volume 17, No. 490, May 21, 1831",2004-06-01,"[3652,4459,4507,9012,56786,56848,57238,57243,57244,57245,57595,57741,58739,59466,59802,88397,111388,118259,121877,122108,122196,122533,122801,123635,123768,124282,124792,124851,125749,125757,126126,126868,126958,127010,127243,127427,127512,128303,128557,128565,128666,128669,129245,129583,129918,130008,130023,130065,130069,130147,130541,131262,131519,131904,132311,132676,132927,133350,134236,134312,134633,138148,138231]"
17,12674.txt,"Lang, Andrew",Cock Lane and Common-Sense,2004-06-01,[]
18,12675.txt,"Beavan, F. (Frederick), Mrs.",Sketches and Tales Illustrative of Life in the Backwoods of New Brunswick Gleaned from Actual Observation and Experience During a Residence Of Seven Years in That Interesting Colony,2004-06-01,"[2155,3594,4103,4146,4259,5612,8826,8940,9277,53721,56968,57697,79045,88326,88422,93270,97817,115659,116712,118259,120511,120697,120729,120766,121160,121657,121755,121757,121903,122080,122099,122263,122427,122462,122515,122693,122746,122747,122910,122969,123123,123233,123888,124033,124174,124226,124295,125362,125568,125768,126107,126108,126243,126825,127266,127342,127383,127448,127491,127824,128012,128193,128221,128257,128450,128476,128548,128698,128774,128845,128855,129111,129234,129493,129514,129622,129819,129976,130028,130276,130751,130768,130792,130864,131071,131325,131438,131479,131570,132023,132293,132567,132785,132840,132889,132961,133669,133971,134308,134442,134940,134985,135082,135106,135199,135512,135556,135737,138226]"
19,12678.txt,"Yohn, F. C. (Frederick Coffay)","The House of Mystery: An Episode in the Career of Rosalie Le Grange, Clairvoyant",2004-06-01,[]
20,12677.txt,"Ferber, Edna","Personality Plus: Some Experiences of Emma McChesney and Her Son, Jock",2004-06-01,[]
21,12679.txt,"Janes, Don Carlos","A Trip Abroad&#13; An Account of a Journey to the Earthly Canaan and the Land of the Ancient Pharaohs; To Which Are Appended a Brief Consideration of the Geography and History of Palestine, and a Chapter on Churches of Christ in Great Britain",2004-06-01,[]
22,12681.txt,"Price, Edith Ballinger",Us and the Bottle Man,2004-06-01,[]
23,12682.txt,"Hayes, Clair W. (Clair Wallace)","The Boy Allies in Great Peril; Or, With the Italian Army in the Alps",2004-06-01,[]
24,12683.txt,"Von Arnim, Elizabeth",Christine,2004-06-01,[]
25,12684.txt,"Anderson, Nephi",Dorian,2004-06-01,[]
26,12685.txt,Various,"The Mirror of Literature, Amusement, and Instruction&#13; Volume 17, No. 474, Supplementary Number",2004-06-01,[]
27,12686.txt,"Johnson, Owen",Murder in Any Degree,2004-06-01,[]
28,12687.txt,"Bennett, Arnold",The Title: A Comedy in Three Acts,2004-06-01,[]
29,12689.txt,"Hancock, H. Irving (Harrie Irving)","The High School Freshmen; or, Dick &amp; Co.'s First Year Pranks and Sports",2004-06-01,[]
30,12680.txt,"Zangwill, Israel",Children of the Ghetto: A Study of a Peculiar People,2004-06-01,[]
31,12691.txt,"Hancock, H. Irving (Harrie Irving)","The High School Left End; or, Dick &amp; Co. Grilling on the Football Gridiron",2004-06-01,[]
32,12690.txt,"Hancock, H. Irving (Harrie Irving)","The High School Pitcher; or, Dick &amp; Co. on the Gridley Diamond",2004-06-01,[]
33,12692.txt,"Hancock, H. Irving (Harrie Irving)","The High School Captain of the Team; or, Dick &amp; Co. Leading the Athletic Vanguard",2004-06-01,[]
34,12694.txt,"Jerome, Chauncey","History of the American Clock Business for the Past Sixty Years, and Life of Chauncey Jerome&#13; Barnum's Connection with the Yankee Clock Business",2004-06-01,[]
35,12696.txt,"Field, Eugene","John Smith, U.S.A.",2004-06-01,[]
36,12693.txt,"Hakluyt, Richard","The Principal Navigations, Voyages, Traffiques and Discoveries of the English Nation — Volume 11",2004-06-01,[]
37,12697.txt,"Atherton, Gertrude Franklin Horn",The Splendid Idle Forties: Stories of Old California,2004-06-01,[]
38,12700.txt,"Holmes, Oliver Wendell",Ralph Waldo Emerson,2004-06-01,[]
39,12699.txt,Aristotle,"The Works of Aristotle the Famous Philosopher&#13; Containing his Complete Masterpiece and Family Physician; his Experienced Midwife, his Book of Problems and his Remarks on Physiognomy",2004-06-01,[]
40,12725.txt,"Aguilar, Grace","The Vale of Cedars; Or, The Martyr",2004-06-01,[]
41,12701.txt,"Vaknin, Samuel",The Suffering of Being Kafka,2004-06-01,[]
42,12728.txt,"Hancock, H. Irving (Harrie Irving)",The High School Boys' Canoe Club,2004-06-01,[]
43,12729.txt,"Hancock, H. Irving (Harrie Irving)",The High School Boys in Summer Camp,2004-06-01,[]
44,12730.txt,"Hancock, H. Irving (Harrie Irving)",The High School Boys' Fishing Trip,2004-06-01,[]
45,12731.txt,"Hancock, H. Irving (Harrie Irving)",The High School Boys' Training Hike,2004-06-01,[]
46,grybr10.txt,"Fairless, Michael","The Grey Brethren, and Other Fragments in Prose and Verse",1997-03-01,[]
47,morem10.txt,"Stevenson, Robert Louis",Moral Emblems,1997-01-01,[]
48,mklmt10.txt,"London, Jack",On the Makaloa Mat/Island Tales,2000-04-01,[]
49,14769.txt,Various,"Punch, or the London Charivari, Volume 152, April 11, 1917",2005-01-23,[]
50,mspcd10.txt,"Dickens, Charles",Miscellaneous Papers,1998-08-01,[]
51,penbr10.txt,"James, Henry",The Pension Beaurepas,2001-07-01,[]
52,pgjr10.txt,"White, William Hale",Pages from a Journal with Other Papers,2004-12-01,[]
53,14754.txt,"Cusack, Mary Frances",An Illustrated History of Ireland from AD 400 to 1800,2005-01-22,[]
54,prhsb10.txt,"Bangs, John Kendrick",The Pursuit of the House-Boat,2002-04-01,[]
55,prcpg10.txt,"Yonge, Charlotte M. (Charlotte Mary)",The Prince and the Page: A Story of the Last Crusade,2003-01-01,[]
56,prhg10.txt,"Bierce, Ambrose",Present at a Hanging and Other Ghost Stories,2003-08-01,[]
57,rlsl110.txt,"Stevenson, Robert Louis",The Letters of Robert Louis Stevenson — Volume 1,1996-08-01,[]
58,rlsl210.txt,"Stevenson, Robert Louis",The Letters of Robert Louis Stevenson — Volume 2,1996-08-01,[]
59,rmlav10.txt,"Borrow, George","Romano Lavo-Lil: Word Book of the Romany; Or, English Gypsy Language&#13; With Specimens of Gypsy Poetry, and an Account of Certain Gypsyries or Places Inhabited by Them, and of Various Things Relating to Gypsy Life in England",2001-07-01,[]
